Field;Theme;Date;City;Points;Question;Answer
Cadre Réglementaire;FFESSM;oct 2017;Martinique;4 points;"Suite à une réunion d'encadrants au niveau de votre Codep, vous souhaitez proposer une modification dans un contenu du MFT.

a) Quelle est la démarche à suivre ? (3 pts)

b) Qui validera in fine la mise en application de cette modification ? (1 pt)";"a) Le président de la CTD fera remonter l'info à la CTR et à son président qui a plusieurs possibilités :
- Soit la modification est jugée intéressante :
o Si elle est suffisamment étayée et après l'aval du CDR, le président de CTR demande qu'elle soit mentionnée « en questions diverses » ou demande qu'elle soit à l'ordre du jour de la prochaine CTN lors d'une réunion en fonction de son importance. Les présidents de CTR adopteront, rejetteront la proposition ou demanderont l'avis du collège des IN.
o Si elle n'est pas suffisamment étayée, la CTR demande l'avis du collège des instructeurs régionaux. Si cela convient, le procès de présentation est identique à ci-dessus.
- Soit la CTR et son président ne l'estiment pas intéressante ou si le collège des IR ne l'adopte pas, cela ne va pas plus loin.

b) La CTN adoptera la modification mais celle-ci ne sera mise en application qu'après accord du comité directeur national (1 pt)."
Cadre Réglementaire;FFESSM;mai 2017;Niolon;6 points;"1. La F.F.E.S.S.M. est une fédération agréée et délégataire. (4 pts)

a) Expliquez ce qu'est une fédération agréée.

b) Expliquez ce qu'est une fédération délégataire.

2. Les ATP, autres titres de participation aux activités fédérales. (2 pts)

a) Définissez cette notion

b) Citez les ATP mis en oeuvre au sein de la FFESSM";"1. La F.F.E.S.S.M. est une fédération agréée et délégataire. (4 pts)

a) Expliquez ce qu'est une fédération agréée.
Une fédération agréée aux termes de l'article L. 131-8 du code du sport, participe à la mise en oeuvre d'une mission de service public relative au développement et à la démocratisation des activités physiques et sportives.
A ce titre, elle est notamment chargée de promouvoir l'éducation par les activités physiques et sportives, de développer et organiser la pratique de ces activités, d'assurer la formation et le perfectionnement de ses cadres bénévoles et de délivrer les licences et titres fédéraux.
Elle est soumise au contrôle de l'Etat et doit avoir des statuts conformes, à la fois aux dispositions des articles R 131-3 à R 131-15 du code du sport relatifs à l'agrément des fédérations sportives, et aux fédérations sportives agréées et à leur règlement disciplinaire type.

b) Expliquez ce qu'est une fédération délégataire.
Pour chaque discipline sportive l'état donne délégation pour une durée de 4 ans à une fédération uni sport et agréée. L'état délègue ainsi une partie de sa mission de service public.
Les fédérations délégataires ont alors pour mission :
- d'organiser les compétitions sportives à l'issue desquelles sont délivrés les titres internationaux, nationaux, régionaux ou départementaux,
- de fixer les règles relatives à l'organisation des compétitions, à l'exception des domaines touchant à l'ordre public, et dans le respect des dispositions législatives et réglementaires propres à certains domaines (violence, dopage, pouvoir disciplinaire, règlement médical,..).
- de définir les règles techniques et administratives propres à leur discipline,
(En pratique cette délégation est étendue, et la FFESSM est consultée en priorité sur tous les dossiers techniques et politiques qui touchent la discipline).

2. Les ATP, autres titres de participation aux activités fédérales. (2 pts)
a) Définissez cette notion
Les A.T.P. sont des produits de courte durée pour des pratiques sans licence ni certificat médical obligatoire.
(Les ATP impactent le nombre de pratiquants de l'activité, mais n'ont aucune influence sur le nombre de licenciés).

b) Citez les ATP mis en oeuvre au sein de la FFESSM
- Baptême
- Pack Découverte
- Pack Découverte + PE12
- Pass Rando
- Plongeur 1ère étoile de mer
- Pass'Collectif Jeunes"
Cadre Réglementaire;FFESSM;sept 2016;Niolon;5 points;Les comités régionaux et inter-régionaux de la FFESSM : nombre ? mode d'administration ? mode d'élection ? ressources ? (5 pts);"Nombre : 12 en métropole + 6 en outre-mer (1 pt)

Administration : un comité directeur (CD) composé de 20 membres, comme le CDN, mais ce nombre peut varier en fonction des statuts de chaque région. Le CD comprend obligatoirement un médecin et une femme (+ nombre de femmes en fonction du nombre de licenciées de la région). Un poste est réservé pour le représentant des SCA (si elles existent dans la région). Le CD choisit en son sein un bureau (en général : président, président adjoint, vice-président, secrétaire + adjoint, trésorier + adjoint). (2 pts)

Mode d'élection : Le CD est élu tous les 4 ans, lors de l'AG régionale. En fonction des statuts des régions, l'élection a lieu sur une base de scrutin de liste ou de scrutin uninominal. Le représentant des SCA (s'il existe) est élu directement par les SCA de la région. (1 pt)

Ressources : ristourne sur les licences prises dans la région, sur les brevets passés dans la région ; affiliation clubs et SCA ; subventions (conseil régional, CNDS) ; mécénat, sponsoring, dons ; ressources propres (loyers, placements&) (1 pt)
[NB : Attention, corrigé datant de janv.2016, susceptible d'être modifié en fonction des incidences de la réforme territoriale sur les comités régionaux FFESSM]."
Cadre Réglementaire;FFESSM;sept 2016;Niolon;4 points;Les commissions fédérales sont « consultatives ». Vous définirez ce que signifie ce terme et expliquerez son incidence sur le fonctionnement des commissions. Vous détaillerez le rôle et le fonctionnement des commissions. (4 pts);"Les commissions sont consultatives, c'est-à-dire qu'à chaque échelon de la déconcentration fédérale, elles peuvent être consultées par le Comité Directeur dont elles dépendent (national/régional/départemental). Elles n'ont pas de personnalité juridique et sont placées sous le contrôle direct du Comité Directeur. (1 pt)
L'ensemble des commissions nationales n'est pas toujours représenté aux échelons inférieurs de la déconcentration fédérale. (0.5 pt)

Leurs missions consistent à étudier les questions relevant de leurs disciplines ou activités et à en assurer la gestion, la promotion et le développement. A ce titre, elles doivent répondre aux objectifs fixés par le Comité Directeur.
Pour cela, elles disposent d'un budget alloué chaque année par le comité directeur. (1 pt)
Les commissions fonctionnent autour d'un élu, le Président, secondé d'un adjoint et d'un suppléant. Le président est élu tous les 4 ans, lors de l'AG, par les clubs du département et/ou de la région. A l'échelon national, les présidents de commissions nationales sont élus par les présidents des commissions régionales. (1 pt)
Les commissions nationales émettent des propositions et avis soumis à l'approbation du Comité Directeur National qui seul a le pouvoir de les rendre exécutoires. (0.5 pt)"
Cadre Réglementaire;FFESSM;juil 2016;Hendaye;4 points;"Listez les équipements obligatoires dans le code du sport « plongée à l'air en milieu naturel » pour :

a) le plongeur en immersion (2 points)

b) la sécurité de la plongée et l'organisation des secours (2 points)";"a) le plongeur en immersion (2 points)
"" Pour tous plongeurs : manomètre et système gonflable de sécurité (DS+gilet)
"" Pour chaque palanquée : 1 parachute
"" Pour les encadrants
"" 2 robinetteries et doubles détendeurs (1er et 2ième étage)
"" moyen de contrôle des caractéristiques de la plongée et de la remontée
"" Pour les autonomes et les plongeurs encadrés au delà de 20m :
"" double 2ième étage détendeur (octopus)
"" moyen de contrôle des caractéristiques de la plongée et de la remontée
"" (obligation d'entretien du matériel et désinfection embout/tuba)

b) la sécurité de la plongée et l'organisation des secours (2 points)
"" 1 fiche de sécurité à conserver pendant 1 an
"" 1 plan de secours
"" 1 moyen de prévenir les secours (1 VHF si bateau)
"" De l'eau douce potable
"" Bloc d'Oxygène de réserve suffisante + mano-détendeur + débit litre+ tuyaux +1 masque inhalateur à haute concentration + BAVU et 3 masques de tailles différentes
"" 1 couverture de survie isothermique
"" 1 fiche d'évacuation
"" 1 bouteille d'air de secours équipée de son détendeur
"" 1 moyen de rappel des plongeurs depuis la surface si départ en bateau
"" 1 tablette de notation immergeable
"" 1 jeu de table de décompression pour les plongées au delà de 6 m (obligation d'entretien)
"" La signalisation de l'activité (pavillon alpha, croix de st André)"
Cadre Réglementaire;FFESSM;mai 2016;Niolon;9 points;"La Commission Technique Nationale
a) Quel est son rôle ? (2 points)
b) Comment est élu son président ? De qui est-elle composée statutairement ? (1 point)
c) Comment ses décisions sont-elles rendues exécutoires ? (1 point)

Le collège des instructeurs régionaux
a) Quelles sont ses principales missions ? (2 points)
b) Développez son articulation avec la Commission Technique Régionale ? (1 point)

Le Directeur technique National (DTN)
Quelles sont ses principales missions ? (2 points)";"La Commission Technique Nationale
a) Quel est son rôle ? (2 points)
"" Organiser une veille technique et réglementaire
"" Organiser la formation, l'évaluation et la certification des plus hauts niveaux de cadres de plongée subaquatique.
"" Traiter de tout ce qui relève de la pratique, de l'enseignement, des brevets, des qualifications, de la réglementation et du développement de la plongée scaphandre, ainsi que de l'ensemble du matériel mis en oeuvre.
"" Etre force de proposition auprès du CDN

b) Comment est élu son président ? De qui est-elle composée statutairement ? (1 point)
"" Le président de la CTN est élu lors de l'Assemblée Générale Elective (tous les 4 ans) par les Présidents des Commissions Techniques Régionales ou leur représentant, au prorata du nombre de licenciés de chaque région.
"" Le président de la CTN désigne son vice-président et son suppléant. Il a la possibilité de s'adjoindre des experts ou des chargés de mission.

c) Comment ses décisions sont-elles rendues exécutoires ? (1 point)
Les décisions de la CTN sont proposées au Comité Directeur National qui entérine ou non la décision. En cas d'acceptation par le CDN, la décision devient exécutoire.

Le collège des instructeurs régionaux
a) Quelles sont ses principales missions ? (2 points)
"" Proposer des procédures de déroulement des épreuves des examens fédéraux.
"" Proposer des sujets d'examen pour les brevets de plongeur niveau IV et de MF1
"" Emettre un avis sur tout projet technique ou pédagogique débattu en Commission Technique Régionale, à la demande du président de la Commission.
"" Proposer et conduire des recherches en matière d'enseignement de la plongée subaquatique.
"" Constituer des groupes de travail chargés de l'étude de problème particulier.
"" Participer aux différentes activités (stages, examens, et autres) de la compétence de la Commission Technique régionale.
"" Publier dans toutes revues fédérales nationales ou régionales des articles techniques ou pédagogiques

b) Développez son articulation avec la Commission Technique Régionale ? (1 point)
"" Conseiller en permanence la CTR
"" Le Délégué du collège est chargé de représenter le collège auprès de la Commission Technique Régionale, et d'assurer l'interface entre les besoins exprimés par la Commission Technique Régionale et les avis et recommandations du Collège.

Le Directeur technique National (DTN)
Quelles sont ses principales missions ? (2 points)
Il est nommé par le ministre des sports sur proposition du Président de la FFESSM.
"" Ses missions :
"" Définir la politique sportive fédérale.
"" Veiller à sa mise en oeuvre et contribuer à son évaluation.
"" Diriger et animer la direction technique nationale.
"" Veiller à la mise en oeuvre des orientations ministérielles.
Il est plus particulièrement chargé :
"" De la promotion du sport pour le plus grand nombre
"" Du développement du sport de haut niveau tel que la NAP
"" De la prévention par le sport et la protection des sportifs
"" De la promotion des métiers du sport."
Cadre Réglementaire;FFESSM;sept 2015;Niolon;5 points;"Club affilié à la FFESSM ou Structure commerciale agréée : quelles sont les différences (5 pts)
- procédure d'affiliation / d'agrément au sein de la FFESSM
- droits et avantages liés à cet agrément fédéral
- représentation et droit de vote
- accueil de plongeurs";"Club SCA
Procédure d'affiliation / d'agrément au sein de la FFESSM (2 pt)
Le Comité Directeur de l'association doit valider au préalable la décision d'affiliation du club à la FFESSM. L'affiliation sera obtenue à réception du dossier complet et sera reconduite chaque année (calendrier fédéral) avec le paiement des frais d'affiliation. Les changements majeurs (au niveau du Bureau, de la dénomination, de statuts) doivent être communiqués à la FFESSM mais ne suspendent pas l'affiliation. L'agrément est attribué à titre personnel à l'exploitant de la SCA (responsable légal) qui en fait la demande, sous réserve qu'il fournisse un dossier d'agrément complet, qu'il règle les droits annuels et que sa demande n'ait pas fait l'objet de réserve, ni d'avis négatif, de la part de son comité régional. L'agrément est payant sauf pour dans le cadre des adhésions groupées au COSMOS et valable 1 an (calendrier fédéral).

Droits et avantages liés à l'agrément fédéral (1 pt)
Les clubs affiliés comme les structures agréées peuvent délivrer des licences et utiliser le cursus de formation et de certification de la FFESSM. Ils peuvent délivrer des brevets et certificats d'aptitude, organiser des examens régionaux (initiateur, GP, MF1). Ils ont accès aux tarifs négociés auprès de l'assureur de la FFESSM. Ils ont également accès à l'ensemble des outils et supports mis à disposition par la FFESSM.

Représentation et droit de vote (1 pt)
Les clubs sont représentés aux Assemblées Générales des différentes instances nationales, régionales et départementales, et obtiennent un droit de vote proportionnel au nombre de licences délivrées. Les SCA ont un droit de vote proportionnel au nombre de licences délivrées mais plafonné à 10 % du total des voix exprimées. Les SCA ont un représentant élu au niveau des organes déconcentrés et au niveau national.
Accueil de plongeurs (1 pt)
Accueil de membres du club (sauf exception) licenciés uniquement (sauf pour le baptême et le pack découverte). Pas de notion de membres, accueil de licenciés ou non (couverture RC par assurance de l'activité). La licence n'est obligatoire que pour la délivrance de brevets ou attestations de qualification.

Autre avantage et depuis l'ordonnance du 24 juillet 2015, un club qui s'affilie à une fédération, vaut agrément ministériel. Ce club pourra donc bénéficier d'aides de l'Etat sans que la délivrance de l'agrément ne constitue un préalable obligatoire."
Cadre Réglementaire;FFESSM;sept 2015;Niolon;2 points;Le Collège National et les Collèges Régionaux des Instructeurs : comment sont ils constitués et quel est leur rôle ? (2 pts);"Les collèges des Instructeurs Fédéraux sont constitués de cadres du plus haut niveau technique, nommés pour participer aux travaux du collège.

Collège des Instructeurs Régionaux - CTR Collège des Instructeurs Nationaux - CTN
Il se compose des Instructeurs Nationaux en titre, hors classe, honoraires ou experts, Des instructeurs Régionaux en titre et honoraires,
à jour de leurs obligations régionales Instructeurs Nationaux en titre, hors classe, honoraires ou experts - à jour de leurs obligations nationales
ª Proposer des sujets d'examens pour les brevets guide de palanquée et moniteur fédéral
ª Participer et représenter la CTR aux stages et examens relevant de son domaine de compétence
ª S'approprier les évolutions et les modifications techniques et pédagogiques émanant de la CTN
ª Émettre un avis sur tout sujet technique et pédagogique
ª Constituer des groupes de travail sur l'évolution de la plongée
ª Participation aux stages et examens régionaux
ª Travaillent sur l'évolution des formations sous le contrôle de la CTR. Ces propositions remontent ensuite au niveau national.
ª Proposer des procédures de déroulement des épreuves des examens fédéraux
ª Proposer des sujets d'examen pour les brevets de Moniteur Fédéral
ª Emettre un avis sur tout sujet débattu en CTN, à la demande du président
ª Proposer et conduire des recherches en matière d'enseignement de la plongée
ª Emettre un avis sur le mode d'utilisation de certains matériels de plongée et dénoncer des principes de fonctionnement susceptibles de présenter un risque
ª Constituer des groupes de travail chargés de l'étude de sujets particuliers
ª Participer aux différents stages et examens nationaux et régionaux de moniteur fédéral ou d'Etat
ª Publier dans la revue Fédérale des articles techniques ou pédagogiques"
Cadre Réglementaire;FFESSM;juil 2015;Trébeurden;2 points;Quel est le rôle et la composition de la CTN ? Comment sont désignés ses membres ? (2 points);"La CTN est composée d'un président élu, un vice-président et un suppléant désignés, et des délégués officiels des commissions régionales
ou interrégionales de l'activité ou discipline considérée, à savoir leur président, vice-président et un suppléant. Les présidents de commissions régionales ou interrégionales élisent, dans leur discipline, pour 4 ans, et à l'occasion de l'assemblée générale élective de la fédération le président de la CTN (1 pt).

La CTN a pour objet d'étudier les questions relevant de sa discipline ou activité et d'en assurer la gestion, la promotion et le développement. Dans ce cadre, elle doit, à titre principal, répondre aux objectifs fixés et définis par le Comité Directeur National. En outre, elle assure l'information concernant son domaine auprès des clubs et des licenciés, notamment par l'intermédiaire de la revue fédérale et en s'appuyant sur les relais que constituent les commissions régionales et les organes régionaux déconcentrés (1 pt)."
Cadre Réglementaire;FFESSM;mai 2015;Niolon;4 points;Quelles sont les missions de la CTR ? (4 pts);"Elles sont définies par les textes officiels (statuts et règlements) : Pratique et enseignement, brevets et qualifications, règlementation et développement.
Les missions sont :

o Administratives
- Gérer et organiser les formations de sa compétence (MF1 et MF2)
- Désigner les cadres techniques qui la représenteront lors des examens clubs ou des départements (IC et GP)
- Proposer des formations inhabituelles aux départements ou aux clubs
- Délivrer les diplômes de cadres techniques
- Archiver les fiches de contrôle TIV, délivrer les macarons et cartes TIV
- Archiver les bordereaux et feuilles de notes des différents examens de la région (MF1, GP-N4, DP, IC, TSI, TIV, Antéor)
- Informer des manifestations techniques régionales organisées par la CTR ou par les clubs et des changements ou modifications en cours ou à venir
- Représenter officiellement la région lors des réunions de la Commission Technique Nationale.

o Techniques
- Enseigner la plongée en scaphandre, dans le respect des arrêtés régissant l'activité.

o Organisationnelles :
- Les formations et les examens des différents brevets fédéraux.
- Le suivi des inspections visuelles des bouteilles de plongée.
- L'enseignement du secourisme fédéral.
- L'enseignement et l'animation de la plongée enfants.

o Aide et assistance dans les formations si un club ou un CoDep en exprime le besoin
o Conseiller dans les difficultés techniques
o Maintenir ou réactualiser les connaissances des moniteurs et des encadrants
o Permettre de mutualiser un stage ou un examen."
Cadre Réglementaire;FFESSM;mai 2015;Niolon;1 points;Composition de la CTR et élection de son président ? (1 pt);La CTR est composée du président élu ainsi que de son vice-président et suppléant désignés, des Présidents de club ou responsables de SCA ou leurs représentants. Le président de CTR est élu en AG régionale par l'ensemble des présidents de clubs et représentants de SCA.
Cadre Réglementaire;FFESSM;mai 2015;Niolon;2 points;Quel lien existe-t-il entre la CTR et le Comité Régional ? (2 pt);La CTR, comme toute commission, n'a pas de personnalité juridique, elle dépend directement du Comité Régional. Toutes les décisions de la CTR ne sont donc que des propositions au Comité Régional. Ces dernières seront présentées par le président de la CTR et entérinées par le Comité Directeur Régional
Cadre Réglementaire;FFESSM;mai 2015;Niolon;3 points;Quels sont les intérêts de l'affiliation fédérale pour un club ? (1 pt);L'affiliation permet au club de bénéficier du cadre général d'organisation mis en place par la fédération, de contracter via la licence une assurance en RC, de délivrer des titres et diplômes dans les conditions définies par la fédération délégataire.
Cadre réglementaire;MF2;oct 2020;Hendaye;4 points;Quelles sont les prérogatives d'un MF2 ?;"Les prérogatives réglementaires du MF2 de la FFESSM sont définies par le Code du Sport (E4 : DP, enseignant/encadrant jusqu'à 60m). (1 pt)

De plus, le MF2 peut :
- Délivrer les qualifications fédérales, participer aux examens de Guide de Palanquée, Initiateur et MF1. (0,5 pt)
- Signer sur le livret pédagogique MF1 les attestations de stages pédagogiques d'encadrement en vue de la préparation au MF1. (0,5 pt)
- Signer sur le livret pédagogique MF2, les attestations de participation aux stages initiaux Initiateur dont ils sont responsables. (0,5 pt)
- Signer sur le livret pédagogique MF2, les attestations de séances pédagogiques de 2ème degré lorsque ces dernières sont réalisées : (0,5 pt)
- Signer sur le livret pédagogique MF2, les attestations de séances pédagogiques de 1er degré. (0,5 pt)
- Signer les attestations d'aptitudes à présenter les épreuves pour les candidats au MF2. (0,5 pt)"
Cadre Réglementaire;MF2;juil 2019;Trébeurden;4 points;Quelles sont les prérogatives du MF2 telles que définies dans le code du sport et le Manuel de Formation Technique (mélanges exclus) ?;"Code du sport :
- enseignant de niveau 4 (E4),
- formation des PE-60 et PA-60 au-delà des 40 m.
MFT :
- délivrer les brevets P1 à P5,
- participer aux jurys N4-GP, Initiateur et MF1,
- être tuteur de 4 stagiaires pédagogiques simultanément au maximum,
- valider des séances sur le livret pédagogique si présent sur site,
- signer sur le livret pédagogique MF1 les attestations de stages pédagogiques d'encadrement en vue de la préparation au Monitorat Fédéral 1er degré,
- signer sur le livret pédagogique MF2, les attestations de participation des stagiaires MF2 aux stages initiaux Initiateur dont ils sont responsables,
- signer sur le livret pédagogique MF2, les attestations de séances de pédagogie de 2ème degré effectuées par les stagiaires MF2 lorsque ces dernières sont réalisées :
- en situation de formation réelle sur des stagiaires MF1 eux-mêmes en cours de stage en situation sous leur tutelle propre en tant que MF2,
- au cours de séances réalisées dans le cadre d'un stage en situation d'Initiateur sous leur tutelle propre en tant que MF2,
- signer sur le livret pédagogique MF2, les attestations de séances de pédagogie de 1er degré réalisées par les stagiaires MF2,
- signer les attestations d'aptitudes à présenter la DTMR de 35m et les épreuves à 50 m pour les candidats au MF2."
Cadre Réglementaire;MF2;mai 2019;Niolon;3 points;Donnez les prérogatives spécifiques du MF2 (plongée à l'air).;"Les prérogatives réglementaires du MF2 de la FFESSM par le Code du Sport :
- Conditions d'évolution en enseignement en plongée à l'air en milieu naturel (Article A. 322-82).
- Enseignement dans l'espace 0 - 60m ; PE-40 ou PA-40 en cours de formation vers les aptitudes PE-60 ou PA-60 ;
- Encadrement en exploration dans l'espace 0 - 60m ; PE-60 mini.
- Le brevet de « Moniteur Fédéral 2ème degré » (MF2) de la FFESSM atteste de la maîtrise des compétences requises pour exercer la fonction d'enseignant niveau 4 (E4) définie par le Code du Sport (Etablissements organisant la pratique de la plongée subaquatique Art. A.322-71 à A. 322-101 et ses annexes notamment annexe III-15b de la sous-section 1).

De plus :
- Délivre les qualifications fédérales, participe aux examens de Guide de Palanquée, Initiateur et Moniteur Fédéral 1er degré ;
- Signe sur le livret pédagogique MF1 les attestations de stages pédagogiques d'encadrement en vue de la préparation au Monitorat Fédéral 1er degré ;
- Signe sur le livret pédagogique MF2, les attestations de participation aux stages initiaux Initiateur dont ils sont responsables ;
- Signe sur le livret pédagogique MF2, les attestations de séances de pédagogie de 2ème degré lorsque ces dernières sont réalisées :
o En situation de formation réelle sur des stagiaires MF1 eux-mêmes en cours de stage en situation sous leur tutelle propre en tant que MF2.
o Au cours de séances réalisées dans le cadre d'un stage en situation d'Initiateur sous leur tutelle propre en tant que MF2.
- Signe sur le livret pédagogique MF2, les attestations de séances de pédagogie de 1er degré ;
- Signe les attestations d'aptitudes à présenter la RSE de 35 à 10 m et les épreuves à 50 m pour les candidats au MF2."
Cadre Réglementaire;MF2;sept 2018;Niolon;2 points;a) Quelles sont les prérogatives du MF2 (hors plongées aux mélanges) ? (2 pts);"Code du sport :
- Enseignant de niveau 4 (E4)
- Formation des PE-60 et PA-60 au-delà des 40 m,

MFT :
- Délivrer les brevets P1 à P5,
- Participer aux jurys N4-GP, Initiateur et MF1,
- Etre tuteur de 4 stagiaires pédagogiques simultanément au maximum,
- Valider des séances sur le livret pédagogique si présent sur site,
- Signer sur le livret pédagogique MF1 les attestations de stages pédagogiques d'encadrement en vue de la préparation au Monitorat Fédéral 1er degré.
- Signer sur le livret pédagogique MF2, dans l'UC4, les attestations de participation des stagiaires MF2 aux stages initiaux Initiateur dont ils sont responsables.
- Signer sur le livret pédagogique MF2, dans l'UC6, les attestations de séances de pédagogie de 2ème degré effectuées par les stagiaires MF2 lorsque ces dernières sont réalisées :
o En situation de formation réelle sur des stagiaires MF1 eux-mêmes en cours de stage en situation sous leur tutelle propre en tant que MF2.
o Au cours de séances réalisées dans le cadre d'un stage en situation d'Initiateur sous leur tutelle propre en tant que MF2.
- Signer sur le livret pédagogique MF2, dans l'UC7, les attestations de séances de pédagogie de 1er degré réalisées par les stagiaires MF2.
- Signer les attestations d'aptitudes pour les candidats au MF2."
